position,artist,track,year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature
490,Andrew Rayel & Jwaydan,Until The End - Original Mix,2013,0.758,0.771,8,-4.531,0.0859,0.00994,0.00216,0.163,0.218,130.025,0WVzZSMwXxAlbyg4PwEN1A,spotify:track:0WVzZSMwXxAlbyg4PwEN1A,406154,4
489,Ruben de Ronde & HALIENE,The Hardest Part - Extended Mix,2019,0.731,0.794,6,-4.808,0.0721,0.00227,0.00403,0.119,0.432,127.988,5PHzodSIIweH3PKlxx1ws1,spotify:track:5PHzodSIIweH3PKlxx1ws1,368000,4
488,Conjure One & Tiësto,Tears From The Moon - Tiësto In Search Of Sunrise Remix,2002,0.635,0.888,11,-7.794,0.0458,0.000235,0.718,0.533,0.35,136.998,5gljjiXpHLgN2g3hc4QJvm,spotify:track:5gljjiXpHLgN2g3hc4QJvm,489880,4
487,Armin van Buuren & Susana,If You Should Go - Original Mix,2008,0.572,0.898,2,-10.532,0.0368,1.44e-05,0.812,0.0535,0.868,138.002,4wVi2ta9VVXhyrEyJBfx08,spotify:track:4wVi2ta9VVXhyrEyJBfx08,466087,4
486,Max Graham & Neev Kennedy,So Caught Up - Original Mix,2011,0.644,0.922,4,-7.318,0.0707,0.000134,0.504,0.102,0.398,132.022,7ISp1nhEWhfQET3oE7i8Pt,spotify:track:7ISp1nhEWhfQET3oE7i8Pt,446271,4
485,Paul Webster & Angelic Amanda,Time - Sean Tyas Dub Mix,2009,0.509,0.952,6,-7.582,0.0591,0.000505,0.879,0.531,0.485,138.014,17dMAOIxr4gUKKdddaCDYF,spotify:track:17dMAOIxr4gUKKdddaCDYF,539130,4
484,Armin van Buuren & W&W,D# Fat - Original Mix,2013,0.65,0.896,5,-4.068,0.0419,0.00388,0.865,0.108,0.203,127.977,1RDSc1VEq75TxyFOMgtWTu,spotify:track:1RDSc1VEq75TxyFOMgtWTu,328594,4
483,Nic Chagall & Jonathan Mendelsohn,This Moment - Prog Mix,2009,0.704,0.572,11,-8.288,0.0509,0.0277,0.748,0.074,0.143,130.02,5bGX5s3GRgWFRPO3WTZjHQ,spotify:track:5bGX5s3GRgWFRPO3WTZjHQ,519942,4
482,Ferry Corsten & The Thrillseekers,Sweet Sorrow - Thrillseekers Remix,2011,0.613,0.724,1,-10.87,0.0464,0.0283,0.943,0.0774,0.692,138.0,2QF8thttdKZEmy0uJLNTSy,spotify:track:2QF8thttdKZEmy0uJLNTSy,423485,4
481,3rd Moon,Monsun - Original Mix,2009,0.571,0.994,8,-5.544,0.0609,0.000267,0.939,0.0411,0.297,139.994,5MXtI8ozZvcdsz5vVFn9OS,spotify:track:5MXtI8ozZvcdsz5vVFn9OS,510807,4
480,Solid Sessions & Armin van Buuren,Janeiro - Armin van Buuren Remix,2002,0.541,0.897,1,-8.669,0.0403,0.000113,0.722,0.112,0.318,135.468,5KuYsjjGr3K2wSyNUxLbO5,spotify:track:5KuYsjjGr3K2wSyNUxLbO5,577413,4
479,Jonas Steur & Jennifer Rene,Fall to Pieces,2007,0.68,0.807,0,-8.158,0.0364,0.0116,0.487,0.616,0.625,131.986,2A4krn27X5nwYJ4khnUuBD,spotify:track:2A4krn27X5nwYJ4khnUuBD,502006,4
478,Quench & Nicholson,Dreams - Nicholson's Extended Cathedral Remix,2018,0.572,0.939,5,-4.021,0.0506,3.24e-05,0.899,0.0975,0.258,138.008,2JQhcavFjkLO5qtNA5891J,spotify:track:2JQhcavFjkLO5qtNA5891J,456004,4
477,Armin van Buuren,We Are Here To Make Some Noise - Extended Mix,2012,0.639,0.765,11,-5.957,0.163,0.000876,0.865,0.0946,0.636,130.023,66tlojc0D8Z4hK2PAJMLiN,spotify:track:66tlojc0D8Z4hK2PAJMLiN,312715,4
476,Solarstone & Aly & Fila,Touchstone - Aly & Fila Remix,2010,0.515,0.975,9,-5.051,0.0569,8.88e-05,0.838,0.105,0.166,139.99,232Mu7Ow1Mnk6PfQkd76Ha,spotify:track:232Mu7Ow1Mnk6PfQkd76Ha,482151,4
475,Bogdan Vix & Renee Stahl,Forever - Original Mix,2014,0.558,0.935,7,-5.528,0.044,0.000376,0.744,0.0749,0.417,134.002,4SL4q1IARNLFEppPUSOzw6,spotify:track:4SL4q1IARNLFEppPUSOzw6,419216,4
474,Gareth Emery,Sansa,2016,0.517,0.964,11,-5.402,0.0495,0.0104,0.775,0.269,0.0674,128.01,6gRY4HZcHxx1QWIEpvdAxm,spotify:track:6gRY4HZcHxx1QWIEpvdAxm,511143,4
473,Aly & Fila & Ahmed Romel,Rebirth - Ahmed Romel Extended Remix,2018,0.514,0.912,0,-6.973,0.0388,0.000298,0.941,0.0967,0.228,137.996,6kaBZSxp4fakla0jFqgxiQ,spotify:track:6kaBZSxp4fakla0jFqgxiQ,549375,4
472,Insigma,Open Our Eyes - Original Mix,2009,0.609,0.934,1,-11.137,0.0417,0.00745,0.832,0.0455,0.938,138.006,31UOp6cnFzwptyB7qEk351,spotify:track:31UOp6cnFzwptyB7qEk351,450573,4
471,Above & Beyond & Spencer Brown & RBBTS,Long Way From Home - Extended Mix,2018,0.729,0.8,0,-7.193,0.0733,0.00519,0.439,0.0912,0.0636,128.011,2KOV2QovyeyB893fIjAChi,spotify:track:2KOV2QovyeyB893fIjAChi,382506,4
470,First State & Anita Kelsey,Falling - Extended Version,2007,0.786,0.505,11,-8.585,0.0678,0.00226,0.658,0.255,0.399,129.974,42IFvIVqx82W4Tb1W2uKLo,spotify:track:42IFvIVqx82W4Tb1W2uKLo,602893,4
469,The Thrillseekers & Hydra,Amber - Extended Mix,2016,0.615,0.727,7,-13.379,0.0322,0.00156,0.88,0.121,0.179,133.992,7EE127g0p8YQOS7rJ9Qj9p,spotify:track:7EE127g0p8YQOS7rJ9Qj9p,579500,4
468,Zedd & Matthew Koma,Spectrum - Armin Van Buuren Remix,2012,0.676,0.711,0,-8.086,0.0545,0.0011,0.515,0.0895,0.325,129.978,2dxQ1qIFDkfbyBI82A56lQ,spotify:track:2dxQ1qIFDkfbyBI82A56lQ,388347,4
467,VER:WEST & Tiësto,5 Seconds Before Sunrise,2020,0.648,0.824,3,-8.283,0.03,0.00769,0.946,0.381,0.425,121.997,0hz9lCgIKOtZthsP2JTPAL,spotify:track:0hz9lCgIKOtZthsP2JTPAL,275437,3
466,Armin van Buuren,Save My Night - Extended Mix,2013,0.641,0.712,1,-5.698,0.0401,0.000733,0.863,0.058,0.565,129.99,74MlRjmOVEmnmSzMwFhsYb,spotify:track:74MlRjmOVEmnmSzMwFhsYb,337483,4
465,Moogwai & Armin van Buuren,Viola - Armin van Buuren Remix,2013,0.533,0.746,4,-9.764,0.0446,1.16e-05,0.837,0.531,0.0696,139.28,5dhRNQ6FsqjzhxgxTzHKui,spotify:track:5dhRNQ6FsqjzhxgxTzHKui,599267,4
464,Tiësto & Allure & Julie Thompson & Andy Duguid,Somewhere Inside - Andy Duguid Remix,2007,0.802,0.386,0,-10.824,0.063,0.0108,0.517,0.0872,0.137,131.996,5VoCPwyzxdP48QweshNvYo,spotify:track:5VoCPwyzxdP48QweshNvYo,483800,4
463,Andain & Myon & Shane 54,Promises - Myon & Shane 54 Summer of Love Mix,2011,0.738,0.724,1,-7.672,0.0426,0.00114,0.483,0.0618,0.526,131.988,0W5JmbmuyZoFs31aw7Lj9J,spotify:track:0W5JmbmuyZoFs31aw7Lj9J,398852,4
462,Armin van Buuren & Mark Sixma,Panta Rhei (Classic Bonus Track) - Original Mix,2015,0.618,0.875,6,-5.105,0.0664,0.000188,0.803,0.223,0.246,130.008,59X7mCBxVdrNp5iYZXfXzp,spotify:track:59X7mCBxVdrNp5iYZXfXzp,289002,4
461,Sander van Doorn & Purple Haze & Frederick,Timezone (feat. Frederick) - Extended Mix,2011,0.664,0.691,7,-6.556,0.0489,0.0122,0.104,0.0815,0.148,128.016,0wlvGF0fmZrC26FGir7dcb,spotify:track:0wlvGF0fmZrC26FGir7dcb,474375,4
460,Giuseppe Ottaviani & Stephen Pickup,No More Alone - Original Mix,2008,0.504,0.935,7,-6.344,0.0368,4e-06,0.765,0.196,0.26,139.998,52MzDJpa0ZEF6iiTr5F0M2,spotify:track:52MzDJpa0ZEF6iiTr5F0M2,528480,4
459,ARTY,Kate - 2015 Remix,2015,0.6,0.741,7,-5.913,0.0323,0.288,0.756,0.0842,0.301,128.01,773VsaXBfxGYzEcoYkRDE7,spotify:track:773VsaXBfxGYzEcoYkRDE7,244229,3
458,Albert Vorne,Formentera What - Gareth Emery Remix,2007,0.706,0.75,1,-7.815,0.0591,0.000145,0.778,0.283,0.561,134.988,0qY2uGVTzIuaTeaGdrREoG,spotify:track:0qY2uGVTzIuaTeaGdrREoG,480267,4
457,Vast Vision & Fisher,Everything - Aly & Fila Remix,2009,0.555,0.982,2,-4.415,0.0547,3.23e-05,0.695,0.104,0.209,139.989,6P2xbyuzhrnkPmvceGuIFM,spotify:track:6P2xbyuzhrnkPmvceGuIFM,569143,4
456,Armin van Buuren & Human Resource,Dominator - Extended Mix,2016,0.638,0.965,9,-3.525,0.437,0.00471,0.0155,0.152,0.11,131.983,4txAP9uHWwuq72U6MQLBOE,spotify:track:4txAP9uHWwuq72U6MQLBOE,262000,4
455,W&W,Mainstage - Original Mix,2009,0.613,0.642,7,-8.734,0.0409,0.000305,0.813,0.671,0.0729,136.009,1B3xKD3HsH8LDeCLT1BHbe,spotify:track:1B3xKD3HsH8LDeCLT1BHbe,377647,4
454,ARTY,Tim - Extended Mix,2018,0.504,0.824,4,-6.105,0.037,0.0102,0.882,0.0862,0.199,127.974,1odkKVWMA79nrKBrjIkEHL,spotify:track:1odkKVWMA79nrKBrjIkEHL,285469,4
453,Breakfast,The Sunlight - Extended Mix,2007,0.547,0.742,9,-10.624,0.032,0.000299,0.958,0.0788,0.04,136.007,6simdlWUaDGgYStdOUPbss,spotify:track:6simdlWUaDGgYStdOUPbss,573152,4
452,Ana Criado & Omnia,No One Home - Original Mix,2015,0.636,0.811,9,-5.421,0.0467,0.00495,0.692,0.896,0.535,132.995,6tgYzomLol3vpQQRKo1Pcb,spotify:track:6tgYzomLol3vpQQRKo1Pcb,399790,4
451,Phynn,Lucid,2009,0.627,0.898,9,-6.646,0.0496,2.65e-05,0.92,0.172,0.684,136.977,7fFlhYQqTPH8CwdaYDA3Op,spotify:track:7fFlhYQqTPH8CwdaYDA3Op,445253,4
450,Aly & Fila & Roger Shah & Sylvia Tosun,Eye 2 Eye [FSOE 350 Anthem] - Extended Mix,2014,0.488,0.983,0,-5.725,0.0491,3.3e-05,0.842,0.451,0.315,138.006,2M52EXrWpt43tFfb23Zlak,spotify:track:2M52EXrWpt43tFfb23Zlak,464348,4
449,MaRLo,Enough Echo - Extended Mix,2018,0.603,0.947,4,-4.518,0.07,0.00388,0.658,0.687,0.093,135.023,3exVd4ZKDRczT27hDFlD97,spotify:track:3exVd4ZKDRczT27hDFlD97,356538,4
448,4 Strings & Hiver & Hammer,Diving - Hiver & Hammer's Different Gear Remix,2002,0.534,0.777,1,-10.189,0.0452,0.00556,0.913,0.414,0.0465,140.004,3rCyyomNfjYdcRv7vEiEeJ,spotify:track:3rCyyomNfjYdcRv7vEiEeJ,562773,4
447,Sander van Doorn & Purple Haze,Bliksem,2009,0.773,0.77,10,-4.923,0.0732,0.000668,0.892,0.124,0.0778,130.007,1n6ASprka5pSvL9jDTGkka,spotify:track:1n6ASprka5pSvL9jDTGkka,406907,4
446,Above & Beyond & Zoë Johnston & Kyau & Albert,You Got To Go - Kyau & Albert Extended Mix,2020,0.711,0.618,5,-6.616,0.0423,0.000115,0.514,0.0716,0.384,132.01,5CgUkgzaO5ITSK6WW8SNu1,spotify:track:5CgUkgzaO5ITSK6WW8SNu1,407606,4
445,Armin van Buuren,Stickup - Extended Mix,2019,0.753,0.886,11,-3.91,0.0479,0.0121,0.676,0.105,0.334,138.008,0A4ETy7ZUr3UUISHS7e6AW,spotify:track:0A4ETy7ZUr3UUISHS7e6AW,384349,4
444,System F,Solstice - Original Extended,2011,0.462,0.944,9,-7.672,0.0472,1.17e-05,0.9,0.0866,0.217,138.029,4E7YADHh5xUMZ4LH1SspIa,spotify:track:4E7YADHh5xUMZ4LH1SspIa,523542,4
443,Above & Beyond & Zoë Johnston,My Own Hymn - Extended Mix,2017,0.605,0.477,0,-13.496,0.0354,0.00137,0.027,0.0408,0.116,128.004,5TO2LbHv1kI0xjuSiRgpxH,spotify:track:5TO2LbHv1kI0xjuSiRgpxH,363750,4
442,Alex M.O.R.P.H. & Natalie Gioia,Dreams - Original Club Mix,2013,0.713,0.727,3,-6.797,0.074,0.00222,0.823,0.104,0.33,131.981,13e0lX5D6zlz5zYJlEVwdU,spotify:track:13e0lX5D6zlz5zYJlEVwdU,523789,4
441,Cosmic Gate,Exploration of Space - Extended Mix,2001,0.693,0.792,11,-7.303,0.0443,0.0016,0.833,0.109,0.207,138.011,2ESmL5hAN0USlS1PxWKAmb,spotify:track:2ESmL5hAN0USlS1PxWKAmb,495867,4
440,Fred Baker & Nyram,Confirmation,2004,0.61,0.617,8,-9.402,0.0482,0.0143,0.921,0.0691,0.303,140.002,5xFtstTBrThJj0i8mzG4uQ,spotify:track:5xFtstTBrThJj0i8mzG4uQ,569280,4
439,Tiësto,Nyana,2010,0.63,0.781,8,-10.064,0.0403,0.00149,0.878,0.103,0.304,140.02,16WulAQCJiM7GISjqpYOx0,spotify:track:16WulAQCJiM7GISjqpYOx0,404320,4
438,Tilt,The World Doesn't Know - Original Mix,2005,0.615,0.835,10,-8.311,0.0374,0.00264,0.878,0.133,0.631,132.005,0OLfZRLQSI6FPIAngfHvVS,spotify:track:0OLfZRLQSI6FPIAngfHvVS,614560,4
437,Hardwell & Armin van Buuren,Off The Hook - Original Mix,2015,0.6,0.987,11,-4.28,0.0507,0.000316,0.794,0.543,0.0337,129.995,3CVRNBEgjmTIPwxBnXqCpl,spotify:track:3CVRNBEgjmTIPwxBnXqCpl,345998,4
436,Armin van Buuren & BT & Nation Of One,Always - Extended Mix,2019,0.639,0.844,11,-5.946,0.0409,0.000332,0.147,0.708,0.0616,126.986,3XJri9vONfk6hAbAJOqwh5,spotify:track:3XJri9vONfk6hAbAJOqwh5,342520,4
435,|Cerf, Mitiska & Jaren & Dash Berlin|,You Never Said - Dash Berlin Remix,2008,0.799,0.398,7,-10.441,0.0595,0.00632,0.0868,0.305,0.572,131.995,1Ck4aPR4FM5iIYumtdLi63,spotify:track:1Ck4aPR4FM5iIYumtdLi63,560344,4
434,Triple A,Winter Stayed - Armin van Buuren's On the Beach Mix,2011,0.603,0.787,2,-7.656,0.0352,0.000102,0.808,0.168,0.299,132.012,1FKou5UB9rOqfS6ry7DT3v,spotify:track:1FKou5UB9rOqfS6ry7DT3v,544644,4
433,XiJaro & Pitch & LightControl,Whispers Of Time - Extended Mix,2019,0.415,0.977,10,-6.763,0.0815,7.57e-05,0.923,0.659,0.119,139.982,7sRx6dI9egHNPCxQZF8id8,spotify:track:7sRx6dI9egHNPCxQZF8id8,415071,4
432,Will Atkinson,Telescope - Extended Mix,2020,0.499,0.947,8,-4.034,0.0626,0.000848,0.692,0.109,0.427,142.002,14EXFl8xx9q4JWryfgDl64,spotify:track:14EXFl8xx9q4JWryfgDl64,537465,4
431,Andrew Rayel & Jonathan Mendelsohn,One In A Million - Original Mix,2014,0.78,0.587,2,-4.399,0.0516,0.00601,4.31e-05,0.107,0.385,128.025,2PkYMUUjACVGLsDVjMfUgY,spotify:track:2PkYMUUjACVGLsDVjMfUgY,277500,4
430,Denis Kenzo & Alexandra Badoi,Lifetime Change - Original Mix,2014,0.594,0.871,8,-8.148,0.234,0.00396,0.518,0.256,0.452,131.497,6UaG2T7ZXW3K3SbttX1FLY,spotify:track:6UaG2T7ZXW3K3SbttX1FLY,383281,4
429,Markus Schulz & Departure & Gabriel & Dresden,Without You Near - Gabriel & Dresden Remix,2005,0.719,0.382,1,-10.416,0.0322,0.000272,0.0186,0.66,0.216,134.009,6HYNL17hBc4oeQ8rvRiGaz,spotify:track:6HYNL17hBc4oeQ8rvRiGaz,669133,4
428,Eric Prydz,Generate,2016,0.64,0.873,11,-5.142,0.0267,0.00813,0.0595,0.483,0.201,127.0,4Dg0FSovv3n8IBS9QMezTp,spotify:track:4Dg0FSovv3n8IBS9QMezTp,431107,4
427,Envio,Touched By The Sun - Original Mix,2003,0.535,0.948,9,-9.041,0.0359,4.87e-05,0.845,0.11,0.277,137.831,04sOIvNuZeyvMCQaByhM1a,spotify:track:04sOIvNuZeyvMCQaByhM1a,515947,4
426,Darren Porter,Terraforming - Original Mix,2013,0.456,0.964,6,-4.943,0.0763,0.000188,0.812,0.607,0.0407,140.005,0FcKmnVbJgs5c1jr6fWrHM,spotify:track:0FcKmnVbJgs5c1jr6fWrHM,399427,4
425,Aly & Fila & Ahmed Romel,Kingdoms - Extended Mix,2016,0.434,0.979,0,-4.446,0.0479,5.13e-05,0.883,0.793,0.203,137.974,5uHu31z3icbLoFMtVx2zHD,spotify:track:5uHu31z3icbLoFMtVx2zHD,498000,4
424,Armin van Buuren & Arkham Knights,This Is A Test - Arkham Knights Extended Remix,2017,0.742,0.867,7,-6.614,0.11,0.00265,0.772,0.0822,0.187,130.003,0M762QCUiiiae48VvJKbti,spotify:track:0M762QCUiiiae48VvJKbti,430867,4
423,Allen Watts & Steve Dekay,Hologram - Extended Mix,2019,0.554,0.982,2,-5.875,0.131,0.000262,0.945,0.0561,0.314,139.965,3u1v2YwHnphIid70gxcdrW,spotify:track:3u1v2YwHnphIid70gxcdrW,348065,4
422,Jerome Isma-Ae & Charlotte de Witte,Hold That Sucker Down - Charlotte de Witte Trance Remix,2020,0.761,0.845,7,-11.924,0.0626,0.00354,0.913,0.0884,0.0569,132.993,6lfGYkgOdM4AawLmFnbNgK,spotify:track:6lfGYkgOdM4AawLmFnbNgK,485419,4
421,Armin van Buuren,Hystereo - Original Mix,2014,0.628,0.818,7,-4.985,0.0448,0.000145,0.498,0.0472,0.332,132.014,6fOgavsEFtpC17AEDXToEF,spotify:track:6fOgavsEFtpC17AEDXToEF,305690,4
420,Cosmic Gate & Orjan Nilsen,Fair Game - Album Mix,2014,0.615,0.971,5,-4.456,0.0507,0.00942,0.916,0.0509,0.338,127.964,4QYkHH3E4GgJ1POePYNFcr,spotify:track:4QYkHH3E4GgJ1POePYNFcr,296250,4
419,W&W,Arena - Original Mix,2008,0.794,0.486,8,-7.446,0.0742,0.00821,0.862,0.0994,0.192,127.993,1JCYIgK2lWNAfqOsfsp4MY,spotify:track:1JCYIgK2lWNAfqOsfsp4MY,438750,4
418,FEEL & Alexandra Badoi & Frainbreeze,Did We Feel - Frainbreeze Progressive Dub Mix,2016,0.493,0.988,7,-4.653,0.0551,0.00194,0.911,0.137,0.221,130.007,6IaXc6pc1WCoacWQax07EB,spotify:track:6IaXc6pc1WCoacWQax07EB,279250,4
417,16BL,Chant A Tune - Jeremy Olander Remix,2013,0.695,0.815,7,-7.784,0.0566,0.0486,0.81,0.373,0.158,125.003,1xnngJBD8y9YpPK4Inrxn8,spotify:track:1xnngJBD8y9YpPK4Inrxn8,422400,4
416,Jonas Steur,Castamara - Original Mix,2005,0.528,0.642,10,-10.808,0.0395,0.000109,0.899,0.14,0.276,137.985,1N56dlFMVP5UBqUvzA4yFW,spotify:track:1N56dlFMVP5UBqUvzA4yFW,435000,4
415,Armin van Buuren & Orjan Nilsen,Belter - Original Mix,2012,0.646,0.927,10,-4.387,0.109,0.00212,0.436,0.051,0.264,129.995,3PVFDK42hk5vxBM1yjii3A,spotify:track:3PVFDK42hk5vxBM1yjii3A,467588,4
414,Faithless & Rollo Armstrong & Sister Bliss,Insomnia,1996,0.785,0.579,7,-10.069,0.0356,0.18,0.543,0.168,0.262,127.003,5z5wYWL1IO6y2yEFBOiGt0,spotify:track:5z5wYWL1IO6y2yEFBOiGt0,527240,4
413,Solarstone & Scott Bond,3rd Earth - Original Mix,2004,0.589,0.953,11,-11.17,0.0534,0.00301,0.888,0.31,0.0591,137.022,2I0W1HmR7B1bBFoWi7LSfa,spotify:track:2I0W1HmR7B1bBFoWi7LSfa,533240,4
412,Craig Connelly & Roxanne Emery,This Life - Extended Mix,2018,0.54,0.929,10,-5.959,0.072,0.000227,0.603,0.0867,0.102,137.956,68lCf0TiD9UfhfsgMvsjob,spotify:track:68lCf0TiD9UfhfsgMvsjob,414783,4
411,MaRLo & Jano,Haunted - Original Mix,2014,0.662,0.744,11,-4.971,0.0516,0.00299,0.0672,0.406,0.21,131.997,4qGZja0cZLWR7ILYEKMzgq,spotify:track:4qGZja0cZLWR7ILYEKMzgq,403750,4
410,Above & Beyond & Oceanlab,Lonely Girl - Gareth Emery Remix,2009,0.629,0.799,7,-6.658,0.0418,0.0238,0.692,0.912,0.805,133.981,1fY8JSIwCf26Ed87vdDnQI,spotify:track:1fY8JSIwCf26Ed87vdDnQI,468394,4
409,Luke Bond & Roxanne Emery,On Fire - Aly & Fila Remix,2014,0.566,0.948,9,-6.166,0.0673,0.00184,0.411,0.241,0.303,139.993,52AVPKYmddHclPYUB3yWPY,spotify:track:52AVPKYmddHclPYUB3yWPY,496125,4
408,Armin van Buuren & AVIRA & Be No Rain,Hollow - Extended Mix,2020,0.791,0.596,7,-10.047,0.0421,0.000731,0.799,0.181,0.173,126.003,4aIM1lEeUGHRHSzXtbogzL,spotify:track:4aIM1lEeUGHRHSzXtbogzL,369061,4
407,Ilan Bluestone & Stoneblue & Emma Hewitt,Hypnotized - Extended Mix,2020,0.347,0.801,11,-5.419,0.105,0.000305,0.179,0.0852,0.367,137.988,0MOZDeAFFa6hyxuPFLbKcr,spotify:track:0MOZDeAFFa6hyxuPFLbKcr,342625,4
406,Armin van Buuren & Sunnery James & Ryan Marciano,You Are,2017,0.754,0.86,1,-3.991,0.289,0.0992,0.00232,0.134,0.409,127.953,3d0pwyoTXmomnQXoVLhBQx,spotify:track:3d0pwyoTXmomnQXoVLhBQx,177250,4
405,Omnia,CYBERPUNK - Extended Mix,2018,0.58,0.876,10,-3.915,0.0769,0.0019,0.000156,0.111,0.377,127.995,7gcvWV1PPh1TIll6ZrCc2y,spotify:track:7gcvWV1PPh1TIll6ZrCc2y,283724,4
404,Armin van Buuren & BullySongs & Manse,Freefall - Manse Extended Remix,2017,0.46,0.814,2,-5.065,0.0429,0.222,1.11e-05,0.17,0.19,128.0,41oWHE2HBcBIsOeyG7WfkS,spotify:track:41oWHE2HBcBIsOeyG7WfkS,266250,4
403,Orkidea & Solarstone,Unity - Solarstone Pure Mix,2011,0.63,0.829,5,-9.017,0.0513,0.000156,0.341,0.108,0.102,136.005,0ofKCZEmgla3AzpYiMBmeh,spotify:track:0ofKCZEmgla3AzpYiMBmeh,564052,4
402,The Blizzard & Omnia,Metanoia - Original Club Mix,2010,0.551,0.962,7,-6.669,0.146,0.00951,0.457,0.355,0.437,133.977,3MxjlbCfKM9gry4ZvX8mRb,spotify:track:3MxjlbCfKM9gry4ZvX8mRb,453145,4
401,Giuseppe Ottaviani,Keep Your Dreams Alive (A Dreamstate Anthem),2019,0.256,0.958,2,-7.63,0.0533,0.000871,0.683,0.13,0.264,137.978,5jKiLt943GZm2A8TpoeL7N,spotify:track:5jKiLt943GZm2A8TpoeL7N,212174,4
400,Armin van Buuren & James Newman,Therapy - Extended Club Mix,2018,0.6,0.594,2,-8.222,0.0496,0.00496,0.107,0.0735,0.301,131.993,4MRMuTQwea3ZuzGbiLrvpc,spotify:track:4MRMuTQwea3ZuzGbiLrvpc,253667,4
399,2nd Phase,Never Come Down - Norin & Rad Remix,2011,0.714,0.761,3,-6.672,0.0776,0.00276,0.913,0.574,0.645,131.994,7nymqBg7kNmliKzSJiDehh,spotify:track:7nymqBg7kNmliKzSJiDehh,470909,4
398,Andrew Rayel,Musa - Original Mix,2013,0.759,0.908,0,-4.125,0.0809,0.0204,0.42,0.0963,0.261,133.987,1GQj703FQqeArbp0Q3ShGX,spotify:track:1GQj703FQqeArbp0Q3ShGX,472836,4
397,Marcel Woods,Cherry Blossom,2005,0.652,0.958,4,-8.015,0.0547,0.000696,0.93,0.0796,0.0538,138.01,51XGLhfHsXcdPRujlfSZIT,spotify:track:51XGLhfHsXcdPRujlfSZIT,480947,4
396,Fatum & Genix & Jaytech & Judah,All In - Extended Mix,2019,0.681,0.696,0,-7.043,0.0372,0.000477,0.00301,0.0632,0.162,128.0,7nNRO13w8UGcCCPtZ89waY,spotify:track:7nNRO13w8UGcCCPtZ89waY,380625,4
395,Armin van Buuren & W&W,If It Ain't Dutch - Extended Mix,2016,0.639,0.952,11,-4.425,0.0953,0.00404,0.297,0.106,0.112,131.964,5AYy1twFqfOigMtCdG6vUr,spotify:track:5AYy1twFqfOigMtCdG6vUr,261000,4
394,Armin van Buuren & Cathy Burton & Cosmic Gate,Rain - Cosmic Gate Remix,2008,0.694,0.513,6,-9.519,0.0481,0.00538,0.859,0.051,0.107,135.018,19W3KUD9P4i8CCEsOH6Pkk,spotify:track:19W3KUD9P4i8CCEsOH6Pkk,505067,4
393,Gareth Emery,elise,2020,0.469,0.525,10,-12.986,0.0478,0.144,5.36e-05,0.101,0.14,129.967,7MPHgXUz1JtYD0ozqEQViw,spotify:track:7MPHgXUz1JtYD0ozqEQViw,234508,4
392,Matlock & Luke Warner,Deep Psychosis - Daniel Kandi's Cure Mix,2008,0.64,0.954,4,-7.074,0.078,8.85e-05,0.722,0.283,0.0449,138.018,10VT1aW1WTPlPmk0IAHOjv,spotify:track:10VT1aW1WTPlPmk0IAHOjv,452325,4
391,RAM & Arctic Moon & Stine Grove,A Billion Stars Above - Extended Mix,2017,0.525,0.996,11,-5.338,0.0902,0.000444,0.784,0.205,0.246,138.001,5bMusj4CzZw3wGt77QiTXy,spotify:track:5bMusj4CzZw3wGt77QiTXy,452040,4
390,Armin van Buuren & Aruna & STANDERWICK,Won't Let You Go - STANDERWICK Remix,2013,0.535,0.913,6,-10.9,0.0839,0.00114,0.154,0.173,0.211,139.969,2daElxotFUUoT5NIbqEeMC,spotify:track:2daElxotFUUoT5NIbqEeMC,213143,4
389,Ahmed Romel,Victory - Original Mix,2013,0.416,0.994,1,-5.447,0.074,0.000689,0.807,0.14,0.0681,137.977,24Pz2NWpxtj1ZjFn4bdMUp,spotify:track:24Pz2NWpxtj1ZjFn4bdMUp,619130,4
388,Giuseppe Ottaviani,Tranceland - Extended Mix,2019,0.552,0.983,7,-7.257,0.0645,0.00406,0.903,0.388,0.526,137.99,7wcEYJ7dpPb7P99i8bJf6x,spotify:track:7wcEYJ7dpPb7P99i8bJf6x,375652,4
387,Wiegel Meirmans Snitker & Armin van Buuren,Nova Zembla - Armin van Buuren Extended Remix,2011,0.591,0.87,11,-6.597,0.0402,0.00107,0.875,0.553,0.109,131.993,5oVMmBPj1rvtRzTpjYIShV,spotify:track:5oVMmBPj1rvtRzTpjYIShV,433872,4
386,Graham Bell & SIVAN,The Sound Of Letting Go (Tribute To Yotam) - Extended Mix,2020,0.599,0.968,1,-5.977,0.0839,0.00335,0.092,0.121,0.197,134.98,4ZeQ8kzvv1nBBknlgeYSwe,spotify:track:4ZeQ8kzvv1nBBknlgeYSwe,448333,4
385,Hans Zimmer & Klaus Badelt & Geoff Zanelli & Tiësto,He's A Pirate - Tiësto Orchestral Mix,2006,0.511,0.845,11,-9.143,0.0445,7.43e-05,0.869,0.331,0.615,139.982,1kQKvI4K3zmN1zI8ViSdeK,spotify:track:1kQKvI4K3zmN1zI8ViSdeK,423707,4
